name,adress,c,cp,e,date,note,h,adress2,lat,long
"LUNAS @ BROOK HOLLOW ","8424 HARRY HINES BLVD ",,75235,"33L ",07/08/2014,85,"Routine","8424 HARRY HINES BLVD ,DALLAS,TX,75235","32,836765","-96,864105"
"LUNAS TORTILLAS ","8524 HARRY HINES BLVD ",,75235,"33L ",16/06/2013,80,"Follow-up","8524 HARRY HINES BLVD ,DALLAS,TX,75235","32,837097","-96,864525"
"PEACHTREE FOOD ","11111 WALNUT HILL LN ","#101 ",75238,"28P ",11/11/2014,67,"Routine","11111 WALNUT HILL LN ,DALLAS,TX,75238","32,879211","-96,69043"
"LUPITA'S RESTAURANT Y TAQUERIA ","1965 FORT WORTH AVE ",,75208,"44W ",22/04/2014,81,"Routine","1965 FORT WORTH AVE ,DALLAS,TX,75208","32,763912","-96,853172"
"LUSH CATERING ","11390 GRISSOM LN ",,75229,"23A ",21/10/2014,90,"Routine","11390 GRISSOM LN ,DALLAS,TX,75229","32,905384","-96,886108"
"LY FOOD MARKET & GIFT ","4440 W ILLINOIS AVE ","400-A ",75211,"52V ",09/05/2014,97,"Routine","4440 W ILLINOIS AVE ,DALLAS,TX,75211","32,719009","-96,892303"
"M & J FOOD MART ","9203 BRUTON RD ",,75217,"59A ",11/11/2014,93,"Routine","9203 BRUTON RD ,DALLAS,TX,75217","32,75034","-96,659004"
"M & J FOOD STORE ","4441 LAWNVIEW AVE ","#B ",75227,"47L ",18/10/2014,97,"Routine","4441 LAWNVIEW AVE ,DALLAS,TX,75227","32,7832112","-96,7214931"
"M & M FOOD STORE ","3223 N WESTMORELAND RD ",,75212,"43K ",06/10/2014,94,"Routine","3223 N WESTMORELAND RD ,DALLAS,TX,75212","32,781517","-96,874199"
"M B HENDERSON SCHOOL ","2200 S EDGEFIELD AVE ",,75224,"54N ",15/09/2014,100,"Routine","2200 S EDGEFIELD AVE ,DALLAS,TX,75224","32,723862","-96,843307"
"BONCHON ","5500 GREENVILLE AVE ","#1300 ",75206,"36B ",01/12/2014,82,"Routine","5500 GREENVILLE AVE ,DALLAS,TX,75206","32,853748","-96,768578"
"FREEBIRDS ","5500 GREENVILLE AVE ","#209 ",75206,"36B ",01/12/2014,85,"Routine","5500 GREENVILLE AVE ,DALLAS,TX,75206","32,853748","-96,768578"
"FUDDRUCKERS ","5500 GREENVILLE AVE ","#505 ",75206,"36B ",01/12/2014,89,"Routine","5500 GREENVILLE AVE ,DALLAS,TX,75206","32,853748","-96,768578"
"M D PLUCKERS WING FACTORY ","5500 GREENVILLE AVE ","#406 ",75206,"36B ",01/12/2014,87,"Routine","5500 GREENVILLE AVE ,DALLAS,TX,75206","32,853748","-96,768578"
"M SADIG FOOD MART ","2439 WALNUT HILL LN ",,75229,"22R ",20/10/2014,94,"Routine","2439 WALNUT HILL LN ,DALLAS,TX,75229","32,881474","-96,896362"
"HEROS SPORTS GRILL ","7402 GREENVILLE AVE ","#230 ",75231,"26Q ",13/11/2014,81,"Routine","7402 GREENVILLE AVE ,DALLAS,TX,75231","32,880087","-96,758749"
"M&I INC. ","2410 PINE ST ",,75215,"56B ",12/03/2013,75,"Routine","2410 PINE ST ,DALLAS,TX,75215","32,75555","-96,761406"
"YOURIM RESTAURANT ","2525 ROYAL LN ","#317 ",75229,"22H ",16/04/2014,90,"Routine","2525 ROYAL LN ,DALLAS,TX,75229","32,898346","-96,894012"
"MAC'S BARBECUE ","3933 MAIN ST ",,75226,"46J ",30/12/2013,94,"Routine","3933 MAIN ST ,DALLAS,TX,75226","32,787674","-96,772263"
"MADISON HIGH SCHOOL ","3000 MLK BLVD ",,75215,"46T ",04/09/2014,97,"Routine","3000 MLK BLVD ,DALLAS,TX,75215","32,770638","-96,764107"
"SEASON'S 52 BAR ","8687 N CENTRAL EXPW ",307,75231,"26S ",20/11/2014,100,"Routine","8687 N CENTRAL EXPW ,DALLAS,TX,75231","32,8660698","-96,7687836"
"CHIPOTLE MEXICAN GRILL ","8687 N CENTRAL EXPW ","#2396 ",75231,"26S ",20/11/2014,84,"Routine","8687 N CENTRAL EXPW ,DALLAS,TX,75231","32,8660698","-96,7687836"
"SEASON'S 52 FRESH GRILL ","8687 N CENTRAL EXPW ",307,75231,"26S ",20/11/2014,94,"Routine","8687 N CENTRAL EXPW ,DALLAS,TX,75231","32,8660698","-96,7687836"
"SEASON'S 52 BAR ","8687 N CENTRAL EXPW ",307,75231,"26S ",20/11/2014,100,"Routine","8687 N CENTRAL EXPW ,DALLAS,TX,75231","32,8660698","-96,7687836"
"CHIPOTLE MEXICAN GRILL ","8687 N CENTRAL EXPW ","#2396 ",75231,"26S ",20/11/2014,84,"Routine","8687 N CENTRAL EXPW ,DALLAS,TX,75231","32,8660698","-96,7687836"
"SEASON'S 52 FRESH GRILL ","8687 N CENTRAL EXPW ",307,75231,"26S ",20/11/2014,94,"Routine","8687 N CENTRAL EXPW ,DALLAS,TX,75231","32,8660698","-96,7687836"
"MAGIC FOOD MART ","2630 WALNUT HILL LN ",,75229,"23N ",02/06/2014,82,"Routine","2630 WALNUT HILL LN ,DALLAS,TX,75229","32,880817","-96,889114"
"MAGNOLIA SUNDRY ","2727 N HARWOOD ST ",,75201,"45K ",24/12/2013,100,"Routine","2727 N HARWOOD ST ,DALLAS,TX,75201","32,7931662","-96,8074089"
"VILLAGE BURGER BAR ","3699 MCKINNEY AVE ","#BLDG ",75204,"35U ",03/09/2014,77,"Follow-up","3699 MCKINNEY AVE ,DALLAS,TX,75204","32,8077876","-96,7970952"
"MAGUIRE'S RESTAURANT ","17552 DALLAS PKWY ",,75287,"04L ",06/11/2014,86,"Routine","17552 DALLAS PKWY ,DALLAS,TX,75287","32,990295","-96,828133"
"MAI'S VIETNAMESE REST ","4812 BRYAN ST ","#100 ",75204,"46A ",22/04/2014,97,"Routine","4812 BRYAN ST ,DALLAS,TX,75204","32,803135","-96,773743"
"MAIL BOX MEXICAN GROCERY ","8365 PARK LN ",,75231,"26U ",11/08/2014,91,"Routine","8365 PARK LN ,DALLAS,TX,75231","32,8710951","-96,7606205"
"MAIN STAGE LIVE BAR & VENUE ","17449 PRESTON RD ",,75252,"05F ",23/04/2013,81,"Routine","17449 PRESTON RD ,DALLAS,TX,75252","32,9905681","-96,8016838"
"LA PAISANITA TAQUERIA ","8209 PARK LN ",,75231,"26U ",08/07/2014,94,"Routine","8209 PARK LN ,DALLAS,TX,75231","32,871861","-96,764145"
"MAIN STOPR FOOD STORE ","8209 PARK LN ",,75231,"26U ",08/07/2014,90,"Routine","8209 PARK LN ,DALLAS,TX,75231","32,871861","-96,764145"
"MAINSTREET MARKET ","2154 W NORTHWEST HWY ",200,75220,"22Z ",22/07/2014,90,"Routine","2154 W NORTHWEST HWY ,DALLAS,TX,75220","32,8649636","-96,9017369"
"MAJESTIC THEATRE-CULINAIRE ","1925 ELM ST ",,75226,"45K ",12/09/2014,100,"Routine","1925 ELM ST ,DALLAS,TX,75226","32,782696","-96,795029"
"VILLAGE BURGER BAR ","3699 MCKINNEY AVE ","#BLDG ",75204,"35U ",03/09/2014,77,"Follow-up","3699 MCKINNEY AVE ,DALLAS,TX,75204","32,8077876","-96,7970952"
"MALARKEY'S ","4460 TRINITY MILLS RD ",100,75287,"04L ",21/11/2013,83,"Follow-up","4460 TRINITY MILLS RD ,DALLAS,TX,75287","32,98951","-96,8312"
"MALIBU ","9115 E RL THORNTON FRWY ",,75228,"48F ",10/10/2014,91,"Routine","9115 E RL THORNTON FRWY ,DALLAS,TX,75228","32,7971191","-96,68795"
"MALIBU RESTAURANT & BAR ","11345 EMERALD ST ","#103 ",75229,"22D ",04/04/2013,81,"Routine","11345 EMERALD ST ,DALLAS,TX,75229","32,8943921","-96,8993296"
"AUNT RUBY'S FISH & WINGS ","3662 W CAMP WISDOM RD ","#1054 ",75237,"63X ",18/09/2014,85,"Routine","3662 W CAMP WISDOM RD ,DALLAS,TX,75237","32,66198","-96,8793491"
"RICE JUNCTION ","3662 W CAMP WISDOM RD ","#2021 ",75237,"63X ",18/09/2014,87,"Routine","3662 W CAMP WISDOM RD ,DALLAS,TX,75237","32,66198","-96,8793491"
"FAMILY DOLLAR #1309 ","333 S ST AUGUSTINE RD ",,75217,"59X ",13/05/2014,96,"Routine","333 S ST AUGUSTINE RD ,DALLAS,TX,75217","32,7080078","-96,6577988"
"MALONE'S COST PLUS #7 ","333 S ST AUGUSTINE RD ",129,75217,"59X ",13/05/2014,87,"Routine","333 S ST AUGUSTINE RD ,DALLAS,TX,75217","32,7080078","-96,6577988"
"MALONE'S COST PLUS #2 ","7007 LAKE JUNE RD ",,75217,"58J ",12/11/2014,93,"Routine","7007 LAKE JUNE RD ,DALLAS,TX,75217","32,734852","-96,701691"
"MALONE'S COST PLUS #2 ","7007 LAKE JUNE RD ",,75217,"58J ",12/11/2014,93,"Routine","7007 LAKE JUNE RD ,DALLAS,TX,75217","32,734852","-96,701691"
"MALONE'S/ MEAT & FISH ","7007 LAKE JUNE RD ",,75217,"58J ",12/11/2014,90,"Routine","7007 LAKE JUNE RD ,DALLAS,TX,75217","32,734852","-96,701691"
"CICI'S PIZZA ","4800 COLUMBIA AVE ",300,75226,"46F ",24/07/2014,92,"Routine","4800 COLUMBIA AVE ,DALLAS,TX,75226","32,794216","-96,76355"
"FAMILY DOLLAR #7060 ","4800 COLUMBIA AVE ",,75214,"46F ",24/07/2014,100,"Routine","4800 COLUMBIA AVE ,DALLAS,TX,75214","32,794216","-96,76355"
"MALONE'S COST PLUS GROCERY ","4800 COLUMBIA AVE ",,75226,"46F ",24/07/2014,94,"Routine","4800 COLUMBIA AVE ,DALLAS,TX,75226","32,794216","-96,76355"
"MALONE'S COST PLUS MEAT & FISH ","4800 COLUMBIA AVE ",,75226,"46F ",24/07/2014,88,"Routine","4800 COLUMBIA AVE ,DALLAS,TX,75226","32,794216","-96,76355"
"MALONE'S COST PLUS PRODUCE ","4800 COLUMBIA AVE ",,75226,"46F ",24/07/2014,100,"Routine","4800 COLUMBIA AVE ,DALLAS,TX,75226","32,794216","-96,76355"
"MALONE'S COST PLUS RESTAURANT ","4800 COLUMBIA AVE ",,75226,"46F ",24/07/2014,96,"Routine","4800 COLUMBIA AVE ,DALLAS,TX,75226","32,794216","-96,76355"
"CICI'S PIZZA ","4800 COLUMBIA AVE ",300,75226,"46F ",24/07/2014,92,"Routine","4800 COLUMBIA AVE ,DALLAS,TX,75226","32,794216","-96,76355"
"FAMILY DOLLAR #7060 ","4800 COLUMBIA AVE ",,75214,"46F ",24/07/2014,100,"Routine","4800 COLUMBIA AVE ,DALLAS,TX,75214","32,794216","-96,76355"
"MALONE'S COST PLUS GROCERY ","4800 COLUMBIA AVE ",,75226,"46F ",24/07/2014,94,"Routine","4800 COLUMBIA AVE ,DALLAS,TX,75226","32,794216","-96,76355"
"MALONE'S COST PLUS MEAT & FISH ","4800 COLUMBIA AVE ",,75226,"46F ",24/07/2014,88,"Routine","4800 COLUMBIA AVE ,DALLAS,TX,75226","32,794216","-96,76355"
"MALONE'S COST PLUS PRODUCE ","4800 COLUMBIA AVE ",,75226,"46F ",24/07/2014,100,"Routine","4800 COLUMBIA AVE ,DALLAS,TX,75226","32,794216","-96,76355"
"MALONE'S COST PLUS RESTAURANT ","4800 COLUMBIA AVE ",,75226,"46F ",24/07/2014,96,"Routine","4800 COLUMBIA AVE ,DALLAS,TX,75226","32,794216","-96,76355"
"CICI'S PIZZA ","4800 COLUMBIA AVE ",300,75226,"46F ",24/07/2014,92,"Routine","4800 COLUMBIA AVE ,DALLAS,TX,75226","32,794216","-96,76355"
"FAMILY DOLLAR #7060 ","4800 COLUMBIA AVE ",,75214,"46F ",24/07/2014,100,"Routine","4800 COLUMBIA AVE ,DALLAS,TX,75214","32,794216","-96,76355"
"MALONE'S COST PLUS GROCERY ","4800 COLUMBIA AVE ",,75226,"46F ",24/07/2014,94,"Routine","4800 COLUMBIA AVE ,DALLAS,TX,75226","32,794216","-96,76355"
"MALONE'S COST PLUS MEAT & FISH ","4800 COLUMBIA AVE ",,75226,"46F ",24/07/2014,88,"Routine","4800 COLUMBIA AVE ,DALLAS,TX,75226","32,794216","-96,76355"
"MALONE'S COST PLUS PRODUCE ","4800 COLUMBIA AVE ",,75226,"46F ",24/07/2014,100,"Routine","4800 COLUMBIA AVE ,DALLAS,TX,75226","32,794216","-96,76355"
"MALONE'S COST PLUS RESTAURANT ","4800 COLUMBIA AVE ",,75226,"46F ",24/07/2014,96,"Routine","4800 COLUMBIA AVE ,DALLAS,TX,75226","32,794216","-96,76355"
"CICI'S PIZZA ","4800 COLUMBIA AVE ",300,75226,"46F ",24/07/2014,92,"Routine","4800 COLUMBIA AVE ,DALLAS,TX,75226","32,794216","-96,76355"
"FAMILY DOLLAR #7060 ","4800 COLUMBIA AVE ",,75214,"46F ",24/07/2014,100,"Routine","4800 COLUMBIA AVE ,DALLAS,TX,75214","32,794216","-96,76355"
"MALONE'S COST PLUS GROCERY ","4800 COLUMBIA AVE ",,75226,"46F ",24/07/2014,94,"Routine","4800 COLUMBIA AVE ,DALLAS,TX,75226","32,794216","-96,76355"
"MALONE'S COST PLUS MEAT & FISH ","4800 COLUMBIA AVE ",,75226,"46F ",24/07/2014,88,"Routine","4800 COLUMBIA AVE ,DALLAS,TX,75226","32,794216","-96,76355"
"MALONE'S COST PLUS PRODUCE ","4800 COLUMBIA AVE ",,75226,"46F ",24/07/2014,100,"Routine","4800 COLUMBIA AVE ,DALLAS,TX,75226","32,794216","-96,76355"
"MALONE'S COST PLUS RESTAURANT ","4800 COLUMBIA AVE ",,75226,"46F ",24/07/2014,96,"Routine","4800 COLUMBIA AVE ,DALLAS,TX,75226","32,794216","-96,76355"
"MALONE'S COST PLUS #2 ","7007 LAKE JUNE RD ",,75217,"58J ",12/11/2014,93,"Routine","7007 LAKE JUNE RD ,DALLAS,TX,75217","32,734852","-96,701691"
"MALONE'S COST PLUS #2 ","7007 LAKE JUNE RD ",,75217,"58J ",12/11/2014,93,"Routine","7007 LAKE JUNE RD ,DALLAS,TX,75217","32,734852","-96,701691"
"MALONE'S/ MEAT & FISH ","7007 LAKE JUNE RD ",,75217,"58J ",12/11/2014,90,"Routine","7007 LAKE JUNE RD ,DALLAS,TX,75217","32,734852","-96,701691"
"CHINESE KITCHEN ","3939 S POLK ST ","#203 ",75224,"64B ",30/09/2014,93,"Routine","3939 S POLK ST ,DALLAS,TX,75224","32,6961178","-96,8401748"
"MAMA FAYE'S BARBEQUE ","2933 COMMERCE ST ",100,75226,"45M ",12/11/2014,85,"Routine","2933 COMMERCE ST ,DALLAS,TX,75226","32,7836122","-96,7814042"
"MAMA HERRERA'S ","4024 MAPLE AVE ",,75219,"45A ",17/03/2014,88,"Follow-up","4024 MAPLE AVE ,DALLAS,TX,75219","32,806526","-96,816307"
"MAMA MIA'S PIZZA ","2935 ELM ST ",,75226,"45M ",23/09/2014,86,"Routine","2935 ELM ST ,DALLAS,TX,75226","32,785381","-96,781128"
"PIZZA PATRON ","2627 W JEFFERSON BLVD ","#217 ",75211,"53D ",16/10/2014,90,"Routine","2627 W JEFFERSON BLVD ,DALLAS,TX,75211","32,7481165","-96,8613267"
"SAVE-A-LOT GROCERY ","2627 W JEFFERSON BLVD ",,75211,"53D ",16/10/2014,96,"Routine","2627 W JEFFERSON BLVD ,DALLAS,TX,75211","32,7481165","-96,8613267"
"SAVE-A-LOT MEAT ","2627 W JEFFERSON BLVD ",,75211,"53D ",16/10/2014,92,"Routine","2627 W JEFFERSON BLVD ,DALLAS,TX,75211","32,7481165","-96,8613267"
"SAVE-A-LOT PRODUCE ","2627 W JEFFERSON BLVD ",,75211,"53D ",16/10/2014,100,"Routine","2627 W JEFFERSON BLVD ,DALLAS,TX,75211","32,7481165","-96,8613267"
"WINGSTOP ","2627 W JEFFERSON BLVD ","#214 ",75211,"53D ",16/10/2014,90,"Routine","2627 W JEFFERSON BLVD ,DALLAS,TX,75211","32,7481165","-96,8613267"
"MAMA'S DAUGHTER'S DINER ","2014 IRVING BLVD ",,75207,"44G ",28/06/2014,93,"Routine","2014 IRVING BLVD ,DALLAS,TX,75207","32,795795","-96,828453"
"MAMA'S DAUGHTER'S DINER ","2610 ROYAL LN ",,75229,"23H ",12/06/2014,83,"Follow-up","2610 ROYAL LN ,DALLAS,TX,75229","32,894909","-96,890114"
"MAMAS CHICKEN AND PIZZA ","2425 S COCKRELL HILL RD ","#F ",75211,"52R ",21/10/2014,87,"Routine","2425 S COCKRELL HILL RD ,DALLAS,TX,75211","32,7197025","-96,8915036"
"MAMBO SEAFOOD #9 ","2212 W NORTHWEST HWY ",,75220,"22Z ",08/10/2014,88,"Follow-up","2212 W NORTHWEST HWY ,DALLAS,TX,75220","32,8638303","-96,8982547"
"CAMPISI'S ","8008 CEDAR SPRINGS RD ","C2077 ",75235,"34Q ",01/10/2014,93,"Routine","8008 CEDAR SPRINGS RD ,DALLAS,TX,75235","32,843935","-96,8497731"
"MANGEZ INC ","10300 N CENTRAL EXPW ","#140 ",75231,"26K ",23/07/2014,96,"Routine","10300 N CENTRAL EXPW ,DALLAS,TX,75231","32,8861523","-96,7696153"
"CAFE GREEK ","12829 PRESTON RD ","#115 ",75230,"15T ",29/08/2014,80,"Routine","12829 PRESTON RD ,DALLAS,TX,75230","32,9237328","-96,8036833"
"MANNA FOOD STORE ","7010 BRUTON RD ",,75217,"58A ",02/10/2014,83,"Routine","7010 BRUTON RD ,DALLAS,TX,75217","32,748657","-96,699295"
"MANNY'S UPTOWN TEX MEX ","3521 OAK GROVE AVE ",,75204,"35Y ",12/11/2014,94,"Routine","3521 OAK GROVE AVE ,DALLAS,TX,75204","32,805462","-96,796417"
"MANNY'S UPTOWN TEX MEX BAR ","3521 OAK GROVE AVE ",,75204,"35Y ",12/11/2014,96,"Routine","3521 OAK GROVE AVE ,DALLAS,TX,75204","32,805462","-96,796417"
"MANNY'S UPTOWN TEX MEX ","3521 OAK GROVE AVE ",,75204,"35Y ",12/11/2014,94,"Routine","3521 OAK GROVE AVE ,DALLAS,TX,75204","32,805462","-96,796417"
"MANNY'S UPTOWN TEX MEX BAR ","3521 OAK GROVE AVE ",,75204,"35Y ",12/11/2014,96,"Routine","3521 OAK GROVE AVE ,DALLAS,TX,75204","32,805462","-96,796417"
"MANNY'S UPTOWN TEX-MEX ","7601 CAMPBELL RD ","#725 ",75248,"06N ",30/01/2013,84,"Routine","7601 CAMPBELL RD ,DALLAS,TX,75248","32,9783848","-96,7701926"
"MANSION ON TURTLE CREEK ","2821 TURTLE CREEK BLVD ",,75219,"45A ",05/08/2014,85,"Routine","2821 TURTLE CREEK BLVD ,DALLAS,TX,75219","32,804306","-96,807381"
"MANSION ON TURTLE CREEK ","2821 TURTLE CREEK BLVD ",,75219,"45A ",05/08/2014,85,"Routine","2821 TURTLE CREEK BLVD ,DALLAS,TX,75219","32,804306","-96,807381"
"IRON CACTUS MEXICAN GRILL ","1520 MAIN ST ","3RD F ",75201,"45P ",10/09/2014,85,"Routine","1520 MAIN ST ,DALLAS,TX,75201","32,780521","-96,79863"
"IRON CACTUS MEXICAN MAR ","1520 MAIN ST ","1ST F ",75201,"45P ",10/09/2014,100,"Routine","1520 MAIN ST ,DALLAS,TX,75201","32,780521","-96,79863"
"IRON CACTUS MEXICAN MARGA ","1520 MAIN ST ","2ND F ",75201,"45P ",10/09/2014,100,"Routine","1520 MAIN ST ,DALLAS,TX,75201","32,780521","-96,79863"
"MAPLE AND MOTOR ","4810 MAPLE AVE ",,75219,"34Z ",16/09/2014,82,"Routine","4810 MAPLE AVE ,DALLAS,TX,75219","32,815212","-96,826988"
"MAPLE DELI ","3500 MAPLE AVE ","#110 ",75219,"45A ",03/06/2014,85,"Routine","3500 MAPLE AVE ,DALLAS,TX,75219","32,802582","-96,81176"
"MAPLE DONUTS ","5321 MAPLE AVE ",,75235,"34U ",20/09/2014,91,"Routine","5321 MAPLE AVE ,DALLAS,TX,75235","32,817974","-96,832825"
"MAPLE LAWN SCHOOL ","3120 INWOOD RD ",,75235,"34T ",28/05/2014,96,"Routine","3120 INWOOD RD ,DALLAS,TX,75235","32,825886","-96,829865"
"MAPLE STREET CAFE ","4001 MAPLE AVE ",,75219,"45A ",20/08/2014,89,"Routine","4001 MAPLE AVE ,DALLAS,TX,75219","32,8056995","-96,815819"
"MARACAS COCINA MEXICANA ","2914 MAIN ST ",,75226,"45M ",06/11/2014,88,"Routine","2914 MAIN ST ,DALLAS,TX,75226","32,7842029","-96,78182"
"DIEM HEN PHO XUA ","4619 E RL THORNTON FRWY ","#204 ",75223,"46H ",19/07/2014,100,"Routine","4619 E RL THORNTON FRWY ,DALLAS,TX,75223","32,790852","-96,761993"
"MARAVATIO RESTAURANT ","4619 E RL THORNTON FRWY ",205,75223,"47H ",19/07/2014,78,"Routine","4619 E RL THORNTON FRWY ,DALLAS,TX,75223","32,790852","-96,761993"
"MARAVATIO RESTAURANT ","4619 E RL THORNTON FRWY ",205,75223,"47H ",19/07/2014,78,"Routine","4619 E RL THORNTON FRWY ,DALLAS,TX,75223","32,790852","-96,761993"
"MARBELLA'S TAQUERIA ","2011 S BECKLEY AVE ",,75224,"54R ",08/10/2014,93,"Routine","2011 S BECKLEY AVE ,DALLAS,TX,75224","32,722683","-96,823189"
"MARBLE SLAB CREAMERY ","6130 BERKSHIRE LN ",,75225,"25X ",13/08/2014,85,"Routine","6130 BERKSHIRE LN ,DALLAS,TX,75225","32,8648348","-96,8054328"
"JERSEY MIKE'S SUBS ","3001 KNOX ST ",107,75205,"35V ",20/08/2014,86,"Routine","3001 KNOX ST ,DALLAS,TX,75205","32,821434","-96,78701"
"MARBLE SLAB CREAMERY ","3001 KNOX ST ","#103 ",75205,"35V ",20/08/2014,91,"Routine","3001 KNOX ST ,DALLAS,TX,75205","32,821434","-96,78701"
"PEI WEI ASIAN DINER ","3001 KNOX ST ","#100 ",75205,"35V ",20/08/2014,90,"Routine","3001 KNOX ST ,DALLAS,TX,75205","32,821434","-96,78701"
"MARCELA DELI & BAKERY ","8140 WALNUT HILL LN ","#106 ",75231,"26P ",30/10/2014,94,"Routine","8140 WALNUT HILL LN ,DALLAS,TX,75231","32,879452","-96,766098"
"FISH CITY GRILL ","10720 PRESTON RD ","#1012 ",75230,"25F ",18/11/2014,90,"Routine","10720 PRESTON RD ,DALLAS,TX,75230","32,893925","-96,802803"
"NEIGHBORHOOD SERVICES PRRESTON ROYAL ","10720 PRESTON RD ",1101,75230,"25F ",18/11/2014,94,"Routine","10720 PRESTON RD ,DALLAS,TX,75230","32,893925","-96,802803"
"MARGARITAS RESTAURANT ","2414 N FITZHUGH AVE ",,75204,"35Z ",23/10/2014,73,"Routine","2414 N FITZHUGH AVE ,DALLAS,TX,75204","32,81171","-96,782356"
"DISD MARIA LUNA PHASE 1 ","1515 GRAND AVE ",,75215,"45Z ",08/09/2014,100,"Routine","1515 GRAND AVE ,DALLAS,TX,75215","32,763195","-96,783371"
"MARIA LUNA CENTRAL KITCHEN ","1515 GRAND AVE ",,75215,"45Z ",08/09/2014,100,"Routine","1515 GRAND AVE ,DALLAS,TX,75215","32,763195","-96,783371"
"MARIA MORENO ELEMENTARY ","2115 S HAMPTON RD ",,75224,"53R ",18/09/2014,100,"Routine","2115 S HAMPTON RD ,DALLAS,TX,75224","32,723934","-96,858109"
"MARIANO'S MEXICAN CUISINE ","6300 SKILLMAN ST ",,75231,"26Z ",22/10/2014,94,"Routine","6300 SKILLMAN ST ,DALLAS,TX,75231","32,8636272","-96,7467508"
"MARIE GABRIELLES ","2728 N HARWOOD ST ",,75201,"45K ",05/06/2014,94,"Routine","2728 N HARWOOD ST ,DALLAS,TX,75201","32,793686","-96,807289"
"MARILLAC SENIOR CNTR ","2843 LAPSLEY ST ",,75212,"42P ",01/05/2014,100,"Routine","2843 LAPSLEY ST ,DALLAS,TX,75212","32,7762911","-96,9120721"
"MARIO'S MEXICAN & SALVADORIAN ","5404 LEMMON AVE ",,75209,"34R ",03/10/2014,87,"Routine","5404 LEMMON AVE ,DALLAS,TX,75209","32,8274","-96,822876"
"MARISCO LA REYNA ","909 W DAVIS ST ","#A ",75208,"54B ",14/08/2014,81,"Follow-up","909 W DAVIS ST ,DALLAS,TX,75208","32,7495347","-96,8381732"
"MARISCO LA REYNA #5 ","3349 W ILLINOIS AVE ",,75211,"53T ",04/09/2014,85,"Routine","3349 W ILLINOIS AVE ,DALLAS,TX,75211","32,7204649","-96,8756678"
"CLUB NABEE ","2053 W NORTHWEST HWY ","#80 ",75220,"22U ",01/12/2014,81,"Routine","2053 W NORTHWEST HWY ,DALLAS,TX,75220","32,8671797","-96,9076511"
"MARISCOS 2000 #2 ","2460 WALNUT HILL LN ",,75229,"22R ",13/10/2014,81,"Routine","2460 WALNUT HILL LN ,DALLAS,TX,75229","32,88073","-96,895226"
"MARISCOS ACAPULCO ","3301 SINGLETON BLVD ",,75212,"43P ",29/09/2014,82,"Routine","3301 SINGLETON BLVD ,DALLAS,TX,75212","32,7788761","-96,8740819"
"MARISCOS LA MAREA ","2450 S COCKRELL HILL RD ",,75211,"52R ",22/10/2013,83,"Follow-up","2450 S COCKRELL HILL RD ,DALLAS,TX,75211","32,718864","-96,89093"
"MARISCOS LA MAREA ","9404 OVELLA AVE ",,75220,"33C ",20/11/2014,85,"Routine","9404 OVELLA AVE ,DALLAS,TX,75220","32,855831","-96,867966"
"FUENTE DE SODA COCO-LOCO ","9334 E RL THORNTON FRWY ",,75228,"48G ",30/10/2014,87,"Routine","9334 E RL THORNTON FRWY ,DALLAS,TX,75228","32,796127","-96,684814"
"FUENTE DE SODA COCO-LOCO ","9334 E RL THORNTON FRWY ",,75228,"48G ",30/10/2014,87,"Routine","9334 E RL THORNTON FRWY ,DALLAS,TX,75228","32,796127","-96,684814"
"MARISCOS LA PERLA ","9334 E RL THORNTON FRWY ","R ",75228,"48F ",30/10/2014,87,"Routine","9334 E RL THORNTON FRWY ,DALLAS,TX,75228","32,796127","-96,684814"
"NEVERIA EL REGIO ","9334 E RL THORNTON FRWY ","#B ",75228,"48G ",30/10/2014,91,"Routine","9334 E RL THORNTON FRWY ,DALLAS,TX,75228","32,796127","-96,684814"
"MARISCOS LA REYNA ","2406 N FITZHUGH AVE ",,75204,"35Z ",04/09/2014,93,"Routine","2406 N FITZHUGH AVE ,DALLAS,TX,75204","32,8114213","-96,7822451"
"MARISCOS LA REYNA ","517 W JEFFERSON BLVD ",,75208,"54G ",14/05/2014,86,"Routine","517 W JEFFERSON BLVD ,DALLAS,TX,75208","32,7431893","-96,8306342"
"MARISCOS LA REYNA #3 ","1818 S BUCKNER BLVD ",,75217,"58G ",02/04/2014,86,"Routine","1818 S BUCKNER BLVD ,DALLAS,TX,75217","32,743309","-96,68219"
"MARISCOS SANCHEZ RESTAURANT & CLUB ","508 N GILPIN AVE ",,75211,"53B ",01/08/2014,97,"Routine","508 N GILPIN AVE ,DALLAS,TX,75211","32,7488675","-96,8805709"
"LOS MOLCAJETES ","2534 ROYAL LN ","#E-10 ",75229,"22H ",20/11/2014,88,"Routine","2534 ROYAL LN ,DALLAS,TX,75229","32,89489","-96,894585"
"MARJET LATINA RESTAURANT ","9753 WEBB CHAPEL RD ",950,75220,"23U ",20/10/2014,80,"Routine","9753 WEBB CHAPEL RD ,DALLAS,TX,75220","32,8675278","-96,8648914"
"MARK TWAIN SCHOOL ","724 GREEN COVE LN ",,75232,"64K ",30/10/2014,97,"Routine","724 GREEN COVE LN ,DALLAS,TX,75232","32,683971","-96,833427"
"MARKET DINER ","4434 HARRY HINES BLVD ",,75219,"44C ",08/09/2014,88,"Routine","4434 HARRY HINES BLVD ,DALLAS,TX,75219","32,805958","-96,828316"
